Timestamp,در کدام محدوده سنی هستید؟,جنسیت,خودتون رو متعلق به کدوم استان می دونین؟ بچه کجایین؟ (:,استان محل کار,چند سال تجربه کار تمام وقت دارید؟,آخرین وضعیت تحصیلی,چه مدارک بین المللی ای اخذ کرده اید,چند ساعت در هفته برای یادگیری تکنولوژی‌ها، زبان ها و ... جدید وقت می گذارید؟,چند ساعت در هفته برای پروژه‌های غیرکاری ولی مرتبط با حوزه کاری خود (برنامه نویسی، وبلاگنویسی، گزارش باگ، ...) وقت می گذارید؟,در سه ماه گذشته چند کتاب خوانده اید؟,زبان‌های برنامه‌نویسی مورد استفاده شما در پروژه‌ها کدامند؟,به جز زبان‌های فعلی‌تان، دوست دارید با چه زبان برنامه ای نویسی کار کنید؟,دیتابیس‌های مورد استفاده,سیستم عامل رومیزی شما کدام است؟,سیستم عامل سرور مورد علاقه شما,و وقتی صحبت از تلفن همراه باشد...,در چه محیطی برنامه نویسی می‌کنید,تم آی دی ای,از چه سورس کنترلی استفاده می کنید؟,تب یا اسپیس؟,نوشیدنی‌های اصلی شما چیست؟,کدام‌ها در مورد شما صدق می‌کند,به طور معمول چند دیوایس دیجیتال با خودتان حمل می کنید (شامل لپ تاپ، پخش کننده موزیک، موبایل،‌ کتابخوان، ...),حوزه کاری شما چیست,نوع شرکت شما کدام است؟,تعداد مجموع کارمندان شرکت (در صورتی که انفرادی کار می کنید: 1),متوسط درآمد ماهیانه شما (به تومان),محل کار چه خدماتی بیشتر از حقوق ارائه می دهد,چگونه کار می کنید؟,شیوه کار شما کدام است؟,در صورتی که ساعتی کار می کنید، حقوق ساعتی شما چقدر است؟ (تومان),چقدر از کاری که انتخاب کرده اید راضی هستید؟,آیا نکته ای هست که بخواهید اضافه کنید؟ بنویسید...,تیپ ,تغییر در بدن؟,سبک موسیقی,وضعیت رابطه,از کدام تکنولوزی ها استفاده می کنید,سبک لباس
3/3/2016 18:11:20,۲۳ تا ۲۹,مرد,هرمزگان,هرمزگان,یک تا سه سال,لیسانس,,کمتر از دو ساعت,کمتر از دو ساعت,دو یا سه,PHP,"C, Javascript, Bash",MySQL/MariaDB,"Linux (other), Mint","Linux CentOS, Linux Debian",Android,"سابلایم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), ویم",گاهی روشن گاهی تیره,bzr,تب,"چای, قهوه, آب","در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",1,"توسعه دهنده بک اند, تحلیلگر",شرکت های پشتیبانی و دیگر خدمات نرم افزار,2,زیر یک میلیون,internet,تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,ساعتی کار نمی کنم,3,مرسی جادی :-),,,,,,
3/3/2016 20:18:28,۲۳ تا ۲۹,مرد,یزد,یزد,سه تا هفت سال,لیسانس,"Linux (LPIC, ...), Security (CEH, MTA, ...)",دو تا هفت ساعت,کمتر از دو ساعت,یک,"C++, Python, PHP, Javascript, SQL, Bash","Java, Go","MySQL/MariaDB, Postgresql, sqlite, Other NoSQLs (couch, raven, ...)",Linux Debian,"Linux CentOS, Linux Debian",Android,"سابلایم, اتم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), محصولات جت برین",تیره,گیت,تب,"چای, قهوه",حداقل یک روز در میان دوش می گیرم,2,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, مدیر سیستم, امنیت, تحلیلگر, مدیر شرکت / پروژه / ...",شرکت های پشتیبانی و دیگر خدمات نرم افزار,40,دو تا سه و نیم میلیون,"عضویت باشگاه های ورزشی یا هزینه ورزش, قهوه،‌ چای و ... رایگان, کارت هدیه و کارت خرید, بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,,3,,,,,,,
3/4/2016 0:05:20,۲۳ تا ۲۹,مرد,کرمان,کرمان,سه تا هفت سال,لیسانس,,بیشتر از چهارده ساعت,بیشتر از چهارده ساعت,دو یا سه,"C++, Python, PHP, Javascript","Java, Ruby","MySQL/MariaDB, MongoDB",Linux (other),Linux Debian,Android,محصولات جت برین,تیره,گیت,تب,"قهوه, نوشابه",بیشتر از سه بار در هفته ورزش می کنم,2,"تحلیلگر, مدیر شرکت / پروژه / ...",شرکت های تولید نرم افزار,9,دو تا سه و نیم میلیون,"قهوه،‌ چای و ... رایگان, پاداش بر اساس نتایج, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,5,,,,,,,
3/4/2016 0:31:48,۳۰ تا ۳۹,مرد,تهران,تهران,هفت تا پانزده سال,فوق لیسانس,,بیشتر از چهارده ساعت,صفر,سه تا شش,"C#, Python, SQL, Bash","C, C++, Perl, Go","MS-SQL, Oracle","Windows 7, Linux Debian",Linux ( Other ),iOS,"ویژوال استودیو, سابلایم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), ویم",تیره,"گیت, تی اف اس",اسپیس,"چای, آب",حداقل یک روز در میان دوش می گیرم,3,"طراح, تحلیلگر, مدیر شرکت / پروژه / ...",شرکت های تولید نرم افزار,50,سه و نیم تا پنج میلیون,"قهوه،‌ چای و ... رایگان, پاداش بر اساس نتایج, برگزاری مراسم و تولدها در داخل شرکت",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,4,,,,,,,
3/4/2016 10:52:58,۲۳ تا ۲۹,مرد,گیلان,تهران,سه تا هفت سال,لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,یک,"Java, C#, PHP, Javascript","Python, Perl, Ruby, Objective C, Swift","MS-SQL, MySQL/MariaDB, sqlite","Windows 7, Windows 10, Linux Ubuntu","Windows Server 2016, Linux Ubuntu",Android,"ویژوال استودیو, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), محصولات اکلیپس, اندروید استدیو",گاهی روشن گاهی تیره,"گیت, تی اف اس",تب,چای,,2,"توسعه دهنده فول استک وب, توسعه دهنده موبایل, تحلیلگر, مدیر شرکت / پروژه / ...",شرکت های ارائه دهنده سرویس های مختلف,12,دو تا سه و نیم میلیون,"قهوه،‌ چای و ... رایگان, پاداش بر اساس نتایج, برگزاری مراسم و تولدها در داخل شرکت, بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین بیست و پنج تا پنجاه,4,,,,,,,
3/4/2016 10:52:58,۳۰ تا ۳۹,مرد,اصفهان,تهران,هفت تا پانزده سال,کاردانی,,هفت تا چهارده ساعت,کمتر از دو ساعت,یک,"Python, PHP, Javascript, SQL, Bash","Java, C, C++, Perl, R","MySQL/MariaDB, Oracle, MongoDB",Linux Ubuntu,"Linux CentOS, Linux Debian",Android,"ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), ویم",گاهی روشن گاهی تیره,استفاده نمی کنم,تب,"چای, قهوه, آب",حداقل یک روز در میان دوش می گیرم,,"توسعه دهنده بک اند, مدیر سیستم, مدیر دیتابیس, تست کننده",شرکت های ارائه دهنده سرویس های مختلف,1000,دو تا سه و نیم میلیون,"عضویت باشگاه های ورزشی یا هزینه ورزش, کارت هدیه و کارت خرید, پاداش بر اساس نتایج, آموزش خارج از شرکت, برگزاری مراسم و تولدها در داخل شرکت, بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,4,,,,,,,
3/4/2016 10:53:07,۲۳ تا ۲۹,مرد,تهران,تهران,یک تا سه سال,لیسانس,"Linux (LPIC, ...), Security (CEH, MTA, ...)",بیشتر از چهارده ساعت,بیشتر از چهارده ساعت,دو یا سه,"Python, Ruby, Bash, Erlang ","PHP, Javascript, Swift, Go","MS-SQL, Oracle, sqlite, MongoDB, Redis","Windows 7, OS X, Linux Ubuntu","Linux RedHat, Sun Solaris ",Android,"محصولات جت برین,  VIM",تیره,گیت,تب,"چای, قهوه, دمنوش‌های متنوع, انرژی زا, نوشابه, انواع ماء الشعیر, نوشیدنی‌های الکلی, آب",در رابطه نیستم ولی دوست داشتم بودم,3,"توسعه دهنده بک اند, مدیر سیستم",بخش آی تی شرکت های غیر نرم افزاری (مانند مخابراتی‌ها، بانک ها، ...),145000,سه و نیم تا پنج میلیون,"عضویت باشگاه های ورزشی یا هزینه ورزش, قهوه،‌ چای و ... رایگان, آموزش خارج از شرکت, سفر، اردو، برنامه های تفریحی خارج شرکت به خرج شرکت, لپ تاپ, تلفن همراه, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,,4,,,,,,,
3/4/2016 11:21:44,۳۰ تا ۳۹,زن,سمنان,تهران,سه تا هفت سال,فوق لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,دو یا سه,"Java, C, C++, PHP","Python, Ruby, Objective C, Swift","MS-SQL, sqlite","Windows 10, OS X, Linux Ubuntu",no preference,Android,محصولات جت برین,روشن,"گیت, اس وی ان, سی وی اس",تب,"چای, آب",,2,توسعه دهنده موبایل,استارتاپ,10,دو تا سه و نیم میلیون,"ناهار رایگان, قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, بیمه, بیمه تکمیلی",تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,ساعتی کار نمی کنم,5,,,,,,,
3/4/2016 11:25:31,۱۸ تا ۲۲,مرد,قم,قم,یک تا سه سال,در حال تحصیل در دوره لیسانس,"Linux (LPIC, ...), Programming Languages (Java, MCP, ..), DB (Oracle, ..)",هفت تا چهارده ساعت,دو تا هفت ساعت,دو یا سه,"Java, C++, SQL, Bash","Python, Javascript","MySQL/MariaDB, Oracle, sqlite, Redis",Linux Fedora,Linux Debian,Android,"ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), محصولات جت برین",تیره,گیت,تب,دمنوش‌های متنوع,"سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",2,"توسعه دهنده موبایل, توسعه دهنده دسکتاپ",استارتاپ,4,یک تا دو میلیون,,تمام وقت خصوصی,شخصی کار می کنم و در محل خودم,,5,,,,,,,
3/4/2016 12:38:01,۲۳ تا ۲۹,مرد,تهران,تهران,سه تا هفت سال,در حال تحصیل در دوره لیسانس,,دو تا هفت ساعت,صفر,دو یا سه,"C, C++, Python, PHP, SQL, Bash","D, R, Go","MS-SQL, MySQL/MariaDB, Oracle, Postgresql, sqlite, Redis, Other NoSQLs (couch, raven, ...), Impala , Hbase","Windows 8, Linux Ubuntu","Linux CentOS, Linux Ubuntu",Android,محصولات جت برین,تیره,"گیت, اس وی ان",اسپیس,"چای, قهوه, انرژی زا, آب","بیشتر از یک نخ در روز سیگار می کشم, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",1,"توسعه دهنده بک اند, دانشمند داده",بخش آی تی شرکت های غیر نرم افزاری (مانند مخابراتی‌ها، بانک ها، ...),666,دو تا سه و نیم میلیون,"عضویت باشگاه های ورزشی یا هزینه ورزش, ناهار رایگان, قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, کارت هدیه و کارت خرید, پاداش بر اساس نتایج",تمام وقت دولتی با استخدام غیردائم,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,بین پنجاه تا صد,5,,,,,,,
3/4/2016 12:41:49,۱۸ تا ۲۲,مرد,تهران,تهران,یک تا سه سال,در حال تحصیل در دوره لیسانس,"Programming Languages (Java, MCP, ..), NIIT Certificate ",بیشتر از چهارده ساعت,دو تا هفت ساعت,دو یا سه,"Java, C++, SQL",Python,sqlite,Windows 10,Linux Debian,Android,"سابلایم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), Android Studio",تیره,"گیت, اس وی ان",تب,"قهوه, دمنوش‌های متنوع, انرژی زا, انواع ماء الشعیر, نوشیدنی‌های الکلی, آب","حیوان خانگی دارم, در رابطه نیستم ولی دوست داشتم بودم",3,"توسعه دهنده موبایل, دانشمند داده, طراح, تحلیلگر",,1,دو تا سه و نیم میلیون,قهوه،‌ چای و ... رایگان,پروژه ای با شرکت‌ها,تمام وقت‌های کاری را در دفتر هستم,بین ده تا بیست و پنج,2,,,,,,,
3/4/2016 13:14:15,۲۳ تا ۲۹,مرد,خراسان رضوی,تهران,سه تا هفت سال,لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,دو یا سه,"Java, C++, Javascript, Objective C, Scala, Bash",Python,"Postgresql, Other NoSQLs (couch, raven, ...)",Linux Ubuntu,Linux Ubuntu,Android,"ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), محصولات جت برین",تیره,گیت,اسپیس,چای,"سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",1,"توسعه دهنده بک اند, توسعه دهنده موبایل, مدیر شرکت / پروژه / ...",شرکت های تولید نرم افزار,14,پنج تا هفت میلیون,"قهوه،‌ چای و ... رایگان, بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین بیست و پنج تا پنجاه,4,,,,,,,
3/4/2016 14:18:03,۱۸ تا ۲۲,مرد,تهران,تهران,یک تا سه سال,در حال تحصیل در دوره لیسانس,"Network (CCNA, MCSE, MCITP, ...), Linux (LPIC, ...), Security (CEH, MTA, ...)",دو تا هفت ساعت,دو تا هفت ساعت,بیشتر از شش,"Java, C#, Bash","Python, Javascript, SQL","MS-SQL, MySQL/MariaDB","Windows 7, Linux Ubuntu","Windows Server 2008, Windows Server 2012, Linux Debian, Linux Ubuntu, BSDs, Linux ( Other )",Android,"ویژوال استودیو, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت)",گاهی روشن گاهی تیره,استفاده نمی کنم,اسپیس,"چای, قهوه, نوشابه, انواع ماء الشعیر, آب",حداقل یک روز در میان دوش می گیرم,2,"مدیر سیستم, شبکه, امنیت",بخش آی تی شرکت های غیر نرم افزاری (مانند مخابراتی‌ها، بانک ها، ...),1,زیر یک میلیون,"ناهار رایگان, قهوه،‌ چای و ... رایگان",پروژه ای با شرکت‌ها,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,بین ده تا بیست و پنج,5,در ضمینه ی لینوکس باید در ایران فعال بود تا جا بیفتد,,,,,,
3/4/2016 16:31:27,۲۳ تا ۲۹,مرد,تهران,تهران,سه تا هفت سال,فوق لیسانس,"Network (CCNA, MCSE, MCITP, ...)",دو تا هفت ساعت,دو تا هفت ساعت,یک,"C#, Python","Python, R",MS-SQL,"Windows 7, Windows 10",Windows Server 2012,iOS,ویژوال استودیو,روشن,استفاده نمی کنم,اسپیس,چای,حداقل یک روز در میان دوش می گیرم,3,"مدیر سیستم, شبکه, امنیت",بخش آی تی شرکت های غیر نرم افزاری (مانند مخابراتی‌ها، بانک ها، ...),1,دو تا سه و نیم میلیون,"قهوه،‌ چای و ... رایگان, بیمه",نیمه وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,بین ده تا بیست و پنج,4,,,,,,,
3/4/2016 16:39:27,۲۳ تا ۲۹,مرد,تهران,تهران,هفت تا پانزده سال,دیپلم,,دو تا هفت ساعت,هفت تا چهارده ساعت,دو یا سه,"Java, PHP, Javascript, SQL",Python,"MySQL/MariaDB, sqlite",Windows 10,"Linux CentOS, Linux Ubuntu",Android,"سابلایم, محصولات جت برین",تیره,گیت,تب,"چای, قهوه, انواع ماء الشعیر, نوشیدنی‌های الکلی, آب","بیشتر از یک نخ در روز سیگار می کشم, سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",1,"توسعه دهنده فول استک وب, توسعه دهنده موبایل, توسعه دهنده فرانت اند, طراح, مدیر شرکت / پروژه / ..., تست کننده",استارتاپ,1,یک تا دو میلیون,,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,بین بیست و پنج تا پنجاه,5,,,,,,,
3/4/2016 16:45:01,۲۳ تا ۲۹,مرد,تهران,تهران,یک تا سه سال,لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,هیچ,"C++, C#, PHP, Javascript, SQL","Java, Python, Perl, Assembly, Swift, Matlab","MySQL/MariaDB, Oracle, Hadoop Based technoloties, MongoDB, Redis, Other NoSQLs (couch, raven, ...)","Windows 7, Windows 10, Linux Fedora, Linux (other)","Linux CentOS, Linux ( Other )",Android,"ویژوال استودیو, سابلایم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), محصولات جت برین, ویم",تیره,"گیت, Perforce",تب,"چای, قهوه, نوشابه, انواع ماء الشعیر, آب","بیشتر از یک نخ در روز سیگار می کشم, در رابطه نیستم ولی دوست داشتم بودم",1,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده فرانت اند, طراح, تحلیلگر, مستند سازی",بخش آی تی شرکت های غیر نرم افزاری (مانند مخابراتی‌ها، بانک ها، ...),20,یک تا دو میلیون,بیمه,تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,زیر ده هزار,2,روابط میان کارکنان: خوب، روابط میان مدیران بالادستی: ضعیف، پرداخت به موعد: بسیار ضعیف,,,,,,
