Timestamp,در کدام محدوده سنی هستید؟,جنسیت,خودتون رو متعلق به کدوم استان می دونین؟ بچه کجایین؟ (:,استان محل کار,چند سال تجربه کار تمام وقت دارید؟,آخرین وضعیت تحصیلی,چه مدارک بین المللی ای اخذ کرده اید,چند ساعت در هفته برای یادگیری تکنولوژی‌ها، زبان ها و ... جدید وقت می گذارید؟,چند ساعت در هفته برای پروژه‌های غیرکاری ولی مرتبط با حوزه کاری خود (برنامه نویسی، وبلاگنویسی، گزارش باگ، ...) وقت می گذارید؟,در سه ماه گذشته چند کتاب خوانده اید؟,زبان‌های برنامه‌نویسی مورد استفاده شما در پروژه‌ها کدامند؟,به جز زبان‌های فعلی‌تان، دوست دارید با چه زبان برنامه ای نویسی کار کنید؟,دیتابیس‌های مورد استفاده,سیستم عامل رومیزی شما کدام است؟,سیستم عامل سرور مورد علاقه شما,و وقتی صحبت از تلفن همراه باشد...,در چه محیطی برنامه نویسی می‌کنید,تم آی دی ای,از چه سورس کنترلی استفاده می کنید؟,از کدام تکنولوزی ها استفاده می کنید,تب یا اسپیس؟,نوشیدنی‌های اصلی شما چیست؟,تیپ ,تغییر در بدن؟,کدام‌ها در مورد شما صدق می‌کند,سبک موسیقی,وضعیت رابطه,به طور معمول چند دیوایس دیجیتال با خودتان حمل می کنید (شامل لپ تاپ، پخش کننده موزیک، موبایل،‌ کتابخوان، ...),حوزه کاری شما چیست,نوع شرکت شما کدام است؟,تعداد مجموع کارمندان شرکت (در صورتی که انفرادی کار می کنید: 1),متوسط درآمد ماهیانه شما (به تومان),محل کار چه خدماتی بیشتر از حقوق ارائه می دهد,چگونه کار می کنید؟,شیوه کار شما کدام است؟,در صورتی که ساعتی کار می کنید، حقوق ساعتی شما چقدر است؟ (تومان),چقدر از کاری که انتخاب کرده اید راضی هستید؟,آیا نکته ای هست که بخواهید اضافه کنید؟ بنویسید...
4/1/2017 12:20:26,۲۳ تا ۲۹,مرد,سمنان,تهران,سه تا هفت سال,در حال تحصیل در فوق لیسانس,,کمتر از دو ساعت,کمتر از دو ساعت,دو یا سه,"Python, PHP, Javascript, SQL, Bash","C++, Scala, Go","MySQL/MariaDB, sqlite, MongoDB, Redis",Linux Ubuntu,Linux Debian,Android,"اتم, محصولات جت برین, ویم",تیره,گیت,"سورس کنترل, کانتینرها, بیلد سیستم ها, تست های خودکار",اسپیس,نوشیدنی‌های الکلی,"تی شرت, جین, ساعت می بندم",,"بیشتر از یک نخ در روز سیگار می کشم, سیاست برایم مهم است","کلاسیک, سنتی, easy listening",ازدواج کرده ام,4,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده موبایل, مدیر سیستم, مدیر دیتابیس, مدیر شرکت / پروژه / ...","شرکت های تولید نرم افزار, شرکت های ارائه دهنده سرویس های مختلف",11,دو تا سه و نیم میلیون,"قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, برگزاری مراسم و تولدها در داخل شرکت, هزینه های تلفن همراه, بیمه",تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,بین پنجاه تا صد,3,
4/1/2017 12:23:45,۲۳ تا ۲۹,مرد,تهران,ریموت خارج از کشور,یک تا سه سال,لیسانس,,هفت تا چهارده ساعت,دو تا هفت ساعت,دو یا سه,"Python, PHP, SQL","Python, PHP, Javascript, Ruby",MySQL/MariaDB,Linux Ubuntu,"Linux CentOS, Linux Debian, Linux Ubuntu",Android,محصولات جت برین,تیره,گیت,"سورس کنترل, کانتینرها, تست های خودکار, کلاود",تب,"چای, قهوه, دمنوش‌های متنوع, آب","تی شرت, جین, پیرهن مردونه, رنگی رنگی, تیره, روشن, ساعت می بندم, اسپورت",تقویت کننده حواس,"سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم","کلاسیک, سنتی, پاپ ایرانی, پاپ خارجی, متال, راک, رپ, easy listening, دامبول, بلوز, کانتری, الکترونیک دنس",ازدواج کرده ام,3,"توسعه دهنده بک اند, تست کننده","شرکت های تولید نرم افزار, شرکت های خارجی",150,بالای سیزده,"باشگاه ورزشی داخل شرکت, قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, پاداش بر اساس نتایج, برگزاری مراسم و تولدها در داخل شرکت, لپ تاپ, هزینه های تلفن همراه, بیمه",شرکت های خارجی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,ساعتی کار نمی کنم,5,"برنامه‌نویس در هامبورگ هستم.
آلمان تحصیل کرده‌ام.
دوبار ارتقا شغلی داشته ام.
در نهایت میل به فول‌استک شدن دارم. 
دو مجله تخصصی رو سه ماه یکبار آبونمان هستم.
از توئیتر زیاد استفاده میکنم."
4/1/2017 12:24:38,۲۳ تا ۲۹,مرد,تهران,تهران,یک تا سه سال,فوق لیسانس,"Linux (LPIC, ...), Programming Languages (Java, MCP, ..)",بیشتر از چهارده ساعت,دو تا هفت ساعت,دو یا سه,"Java, Javascript","Python, PHP, Swift","MySQL/MariaDB, sqlite, MongoDB, Redis, Other NoSQLs (couch, raven, ...)","Windows 10, Linux Ubuntu","Linux CentOS, Linux Ubuntu","Android, iOS","ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), محصولات جت برین",تیره,"گیت, سی وی اس","سورس کنترل, کانتینرها, بیلد سیستم ها, تست های خودکار, بیگ دیتا",تب,"چای, قهوه, نوشابه","تی شرت, جین, رنگی رنگی",,"سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم","کلاسیک, سنتی, پاپ ایرانی, پاپ خارجی",بدون رابطه ولی علاقمند به شروع رابطه,3,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده موبایل, طراح, تحلیلگر, مستند سازی, تست کننده","شرکت های تولید نرم افزار, شرکت های پشتیبانی و دیگر خدمات نرم افزار, شرکت های ارائه دهنده سرویس های مختلف",16,یک تا دو میلیون,"قهوه،‌ چای و ... رایگان, پاداش بر اساس نتایج, برگزاری مراسم و تولدها در داخل شرکت, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,4,
4/1/2017 12:24:46,۳۰ تا ۳۹,مرد,خراسان جنوبی,خراسان رضوی,هفت تا پانزده سال,لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,هیچ,"Java, C#, Visual Basic, Javascript, SQL","Java, Python, Ruby","MS-SQL, Postgresql","Windows 8, Linux Debian","Windows Server 2008, Linux Ubuntu",Android,ویژوال استودیو,گاهی روشن گاهی تیره,گیت,"سورس کنترل, تست های خودکار",هان؟,"چای, قهوه, دمنوش‌های متنوع, آب","پیرهن مردونه, کت و شلوار, رسمی",,حداقل یک روز در میان دوش می گیرم,"کلاسیک, سنتی",ازدواج کرده ام,1,مدیر شرکت / پروژه / ...,شرکت های تولید نرم افزار,6,یک تا دو میلیون,"قهوه،‌ چای و ... رایگان, کارت هدیه و کارت خرید, برگزاری مراسم و تولدها در داخل شرکت, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,,4,
4/1/2017 12:24:50,۲۳ تا ۲۹,مرد,تهران,تهران,سه تا هفت سال,لیسانس,,دو تا هفت ساعت,بیشتر از چهارده ساعت,هیچ,"PHP, Javascript, Objective C, SQL",Android,"MySQL/MariaDB, sqlite",OS X,-,iOS,"سابلایم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), ایکس کد",روشن,گیت,سورس کنترل,تب,"چای, قهوه","جین, پیرهن مردونه, گجت پوشیدنی دارم (ساعت هوشمند، ...), ساعت می بندم",-,"سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم","کلاسیک, سنتی, پاپ ایرانی",رابطه های نا پایدار,3,توسعه دهنده موبایل,"شرکت های تولید نرم افزار, استارتاپ",12,سه و نیم تا پنج میلیون,"ناهار رایگان, قهوه،‌ چای و ... رایگان, سفر، اردو، برنامه های تفریحی خارج شرکت به خرج شرکت, برگزاری مراسم و تولدها در داخل شرکت, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,,4,"یکی از بزرگترین زمینه های پیشرفت در هر کاری تعامل با دیگران و بهتر از اون بقیه دنیا هستش کاشکی شرایط محیطی و سیاسی کشور جوری بود که امکان شرکت توی دروه های خارجی راحت تر بود و یا لانچ پروژه در سایر کشور ها، همکاری و خرید ازشون راحت تر بود تا امکان تعامل و پیشرفت بیشتری داشتیم!
ممنون از حرکت خوبتون."
4/7/2017 13:07:02,۲۳ تا ۲۹,مرد,تهران,تهران,سه تا هفت سال,فوق لیسانس,,هفت تا چهارده ساعت,دو تا هفت ساعت,هیچ,"Python, Javascript",Go,Postgresql,Linux Ubuntu,Linux Debian,Android,محصولات جت برین,تیره,گیت,"سورس کنترل, کانتینرها, بیلد سیستم ها",اسپیس,"چای, آب","پیرهن مردونه, روشن",,"سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم",,با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,3,توسعه دهنده فول استک وب,شرکت های ارائه دهنده سرویس های مختلف,20,دو تا سه و نیم میلیون,"ناهار رایگان, قهوه،‌ چای و ... رایگان, بیمه",تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,بین بیست و پنج تا پنجاه,4,"سلام
توی قسمت نوع رابطه «گاهی ازدواج موقت» رو اضافه کنید.

برای بعضی‌ها لازم می‌شه."
4/1/2017 12:28:27,۳۰ تا ۳۹,مرد,تهران,تهران,هفت تا پانزده سال,لیسانس,,هفت تا چهارده ساعت,هفت تا چهارده ساعت,دو یا سه,"PHP, Javascript, SQL, Bash",TypeScript,"MySQL/MariaDB, sqlite, MongoDB, Redis","Linux Ubuntu, Linux Debian","Linux Debian, Linux Ubuntu",Android,اتم,تیره,گیت,"سورس کنترل, کانتینرها, بیلد سیستم ها, تست های خودکار, کلاود",اسپیس,"چای, قهوه, دمنوش‌های متنوع, نوشیدنی‌های الکلی","پیرهن مردونه, اسپورت",,"بیشتر از یک نخ در روز سیگار می کشم, سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم","متال, راک, بلوز, کانتری, الکترونیک دنس",ازدواج کرده ام,2,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده موبایل, توسعه دهنده فرانت اند, مدیر سیستم, مدیر دیتابیس, شبکه, امنیت, تحلیلگر, مدیر شرکت / پروژه / ...","شرکت های تولید نرم افزار, شرکت های ارائه دهنده سرویس های مختلف, استارتاپ",8,دو تا سه و نیم میلیون,"قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, بیمه",تمام وقت خصوصی,اکثر مواقع دورکاری و گاهی به دفتر می روم,ساعتی کار نمی کنم,4,حقوق ماهیانه ثابت ما بر اساس این هست که شرکت در آن سهیم هستیم و متغییر بر مبنای بازخورد پروژه اجرایی می باشد. پارامترهای متغییر نیز وجود دارند.
4/1/2017 12:31:37,۲۳ تا ۲۹,مرد,تهران,تهران,زیر یکسال,فوق لیسانس,,بیشتر از چهارده ساعت,کمتر از دو ساعت,یک,"C, C++, Python, Assembly, Bash","Ruby, R, Scala, Go",No Database,"Windows 10, Linux Ubuntu",Linux Ubuntu,Android,"اتم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت)",روشن,گیت,کلاود,تب,"چای, آب","تی شرت, جین, پیرهن مردونه, ساعت می بندم",,"سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم","کلاسیک, سنتی",بدون رابطه ولی علاقمند به شروع رابطه,3,"توسعه دهنده بک اند, مدیر سیستم",شرکت های ارائه دهنده سرویس های مختلف,6,زیر یک میلیون,,نیمه وقت خصوصی,اکثر مواقع دورکاری و گاهی به دفتر می روم,بین ده تا بیست و پنج,3,
4/1/2017 12:31:58,۲۳ تا ۲۹,مرد,تهران,تهران,سه تا هفت سال,لیسانس,"Network (CCNA, MCSE, MCITP, ...)",کمتر از دو ساعت,کمتر از دو ساعت,دو یا سه,"PHP, Javascript, css",Go,MS-SQL,Windows 10,Linux CentOS,Android,محصولات جت برین,تیره,گیت,سورس کنترل,اسپیس,"چای, قهوه, انواع ماء الشعیر","جین, پیرهن مردونه",,حداقل یک روز در میان دوش می گیرم,راک,با پارتنر دائم,2,توسعه دهنده فرانت اند,,1,دو تا سه و نیم میلیون,,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,بین ده تا بیست و پنج,4,
4/1/2017 12:32:53,۲۳ تا ۲۹,مرد,کرمانشاه,کرمانشاه,زیر یکسال,در حال تحصیل در دوره لیسانس,,دو تا هفت ساعت,صفر,دو یا سه,Java,Python,"MS-SQL, sqlite",Windows 10,Linux CentOS,Android,"سابلایم, اتم",تیره,استفاده نمی کنم,بیلد سیستم ها,تب,چای,"تی شرت, جین",,"سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم","پاپ ایرانی, پاپ خارجی, رپ",با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,3,توسعه دهنده موبایل,تولید مستقل محصول و فروش در سایت ها و پلتفرمها,1,زیر یک میلیون,قهوه،‌ چای و ... رایگان,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,زیر ده هزار,3,
4/1/2017 12:34:37,۱۸ تا ۲۲,مرد,فارس,فارس,زیر یکسال,در حال تحصیل در دوره لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,یک,"C#, Javascript, SQL","Java, PHP, Swift",MS-SQL,"Windows 10, OS X","Windows Server 2012, Windows Server 2016","Android, iOS",ویژوال استودیو,روشن,تی اف اس,تست های خودکار,تفاوتی ندارد,"چای, قهوه","تی شرت, جین, تیره, گجت پوشیدنی دارم (ساعت هوشمند، ...)",,"بیشتر از یک نخ در روز سیگار می کشم, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم","پاپ ایرانی, راک",رابطه های نا پایدار,3,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده فرانت اند, مدیر سیستم, مدیر شرکت / پروژه / ...","شرکت های تولید نرم افزار, استارتاپ",3,یک تا دو میلیون,"قهوه،‌ چای و ... رایگان, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,4,
4/1/2017 12:35:00,۱۸ تا ۲۲,مرد,گلستان,گلستان,زیر یکسال,در حال تحصیل کاردانی,,دو تا هفت ساعت,هفت تا چهارده ساعت,دو یا سه,"Java, PHP","C#, Javascript, Swift","MySQL/MariaDB, Oracle, sqlite","Windows 10, Linux Ubuntu","Windows Server 2012, Windows Server 2016, Linux CentOS, Linux Ubuntu","Android, iOS","ویژوال استودیو, سابلایم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), محصولات جت برین",روشن,گیت,"تست های خودکار, بیگ دیتا, کلاود, هوش مصنوعی",تب,"چای, قهوه, انرژی زا, انواع ماء الشعیر, نوشیدنی‌های الکلی",,,بیشتر از سه بار در هفته ورزش می کنم,"پاپ ایرانی, پاپ خارجی, راک, رپ",با کامپیوتر/اینترنت/برنامه نویسی/سیستم عامل/... در رابطه ام,,توسعه دهنده موبایل,,1,دو تا سه و نیم میلیون,,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,,3,
